Show_id,Type,Title,Director,Cast,Country,Date_added,Release_year,Rating,Duration,Listed_in,Description,Data_Quality_notes
s1302,Tv Show,Behind Her Eyes,unknown,SimonaBrownEveHewsonTomBatemanRobertAramayoTylerHowittGeorgieGlen,United Kingdom,"February 17, 2021",2021,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife,
s1303,Tv Show,MeatEater,unknown,StevenRinella,United States,"February 17, 2021",2021,TV-14,4 Seasons,"Docuseries, Reality TV, Science & Nature TV",Steven Rinella scrounges in some of Americas wildest terrains in this unscripted series showing him on the hunt for wild animals from ducks to deer,
s1304,Movie,The Most Unknown,Ian Cheney,unknown,United States,"February 17, 2021",2018,TV-PG,92 min,Documentaries,Traversing disciplines from physics to psychology nine scientists share ideas and seek common ground by delving into deep existential questions,
s1305,Movie,Animals on the Loose A You vs Wild Movie,Ben Simms,BearGrylls,United States,"February 16, 2021",2021,TV-PG,139 min,Children & Family Movies,When wild animals escape from a sanctuary Bear Grylls  and you  must pursue them and secure their protective habitat An interactive special,
s1306,Movie,Awara Paagal Deewana,Vikram Bhatt,AkshayKumarSunilShettyAftabShivdasaniPreetiJhangianiAmritaAroraAartiChhabriaPareshRawalJohnyLeverRahulDevSupriyaPilgaonkar,India,"February 16, 2021",2002,TV-14,162 min,"Action & Adventure, Comedies, Dramas",A dentist unwittingly becomes caught in the madcap fight between two criminal brothersinlaw trying to kill one another off to claim their inheritance,
s1307,Tv Show,Good Girls,unknown,ChristinaHendricksRettaMaeWhitmanMatthewLillardRenoWilsonMannyMontanaLidyaJewettIzzyStannardDavidHornsbyZachGilford,United States,"February 16, 2021",2020,TV-MA,3 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",Three suburban moms orchestrate a local grocery store heist to escape financial ruin and establish independence  together,
s1308,Movie,The Resurrection of Gavin Stone,Dallas Jenkins,BrettDaltonAnjelahJohnsonReyesDBSweeneyNeilFlynnShawnMichaelsPatrickGagnonTimFrankTaraRiosLiamMatthewsMaryThornton,United States,"February 16, 2021",2017,PG,92 min,"Children & Family Movies, Comedies, Dramas",After one too many runins with the law a Hollywood bad boy finds redemption while fulfilling his courtordered community service at a megachurch,
s1309,Tv Show,Booba,unknown,RomanKarev,United Kingdom,"February 15, 2021",2021,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",The world is a mystery to little Booba But he approaches the curiosities around him with wonder finding adventure in his everyday surroundings,
s1310,Movie,My Teacher My Obsession,Damin Romay,LucyLokenLauraBilgeriRustyJoinerAlexandriaDeberryDakotaBrutonTheresaSuteraVinMorrealeJrShelbyAliceaTylerJosephCampbellLestonjaDiaz,United States,"February 15, 2021",2018,TV-14,86 min,Thrillers,When Riley changed schools she didnt expect the girls to crush on her English teacher dad And he didnt expect a disturbing infatuation,
s1311,Tv Show,The Crew,unknown,KevinJamesSarahStilesJillianMuellerFreddieStromaGaryAnthonyWilliamsDanAhdoot,United States,"February 15, 2021",2021,TV-14,1 Season,TV Comedies,Life in the garage swerves off track for a NASCAR crew chief and his tightknit racing team when a new boss steps in and shakes things up,
s1312,Movie,Namaste Wahala,Hamisha Daryani Ahuja,IniDimaOkojieRuslaanMumtazRichardMofeDamijoJokeSilvaSujataSehgalKoyeKekereEkunHamishaDaryaniAhujaAneeIchaIbrahimSuleimanOsasIghodaroBrodaShaggi,Nigeria,"February 14, 2021",2021,TV-14,107 min,"Comedies, Dramas, International Movies",An interracial romance hits humorous and heartwrenching hiccups as the couples parents fight tooth and nail against their relationship,
s1313,Movie,Monsoon,Hong Khaou,HenryGoldingParkerSawyersMollyHarrisDavidTran,United Kingdom,"February 13, 2021",2020,TV-MA,85 min,"Dramas, Independent Movies, LGBTQ Movies",A reflective man must come to terms with his forced displacement from Vietnam when he returns to his birthplace to spread his parents ashes,
s1314,Tv Show,Buried by the Bernards,unknown,unknown,United States,"February 12, 2021",2021,TV-14,1 Season,Reality TV,In this reality series the bickering but bighearted Bernards manage their budgetfriendly funeral home while helping grieving families say farewell,
s1315,Tv Show,Chappelles Show,unknown,DaveChappelle,United States,"February 12, 2021",2005,TV-MA,2 Seasons,TV Comedies,The brilliant Dave Chappelle performs blistering standup impressions and sketches that skewer topics like racism politics celebrities and sex,
s1316,Movie,Hate by Dani Rovira,Mario Briongos,DaniRovira,Spain,"February 12, 2021",2021,TV-MA,83 min,Stand-Up Comedy,From his hometown of Mlaga Dani Rovira reflects on human beings nonsensical hatred in this hilarious and unfiltered comedy special,
s1317,Movie,Mundina Nildana,Vinay Bharadwaj,PraveenTejRadhikaNarayanAnanyaKashyapAjayRajDattannaShankarAshwathKshamaSantoshRaiDikshaSharma,India,"February 12, 2021",2019,TV-MA,104 min,"Dramas, International Movies, Romantic Movies",As three young professionals chase their wildly different dreams their relationships with each other indelibly impact their journeys of selfdiscovery,
s1318,Tv Show,Nadiya Bakes,unknown,NadiyaHussain,United Kingdom,"February 12, 2021",2021,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV",Delightful cakes and heavenly breads pop from the oven as Nadiya Hussain returns to baking her happy place and spotlights creative kindred spirits,
s1319,Movie,To All The Boys Always And Forever,Michael Fimognari,LanaCondorNoahCentineoJanelParrishAnnaCathcartRossButlerMadeleineArthurEmilijaBaranacTrezzoMahoroSarayuBlueJohnCorbettKelceyMawemaSofiaBlackDEliaHenryThomas,United States,"February 12, 2021",2021,TV-14,116 min,"Comedies, Romantic Movies",Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans  with and without Peter,
s1320,Movie,Xicos Journey,Eric D Cabello Daz,VernicaAlvaPabloGamaIturrarnMagoGaminiLuisngelJaramilloLilaDownsElenaPoniatowskaVernicaCastroEnriqueGuzmnAlexLoraMarcoAntonioSolsVctorTrujillo,Mexico,"February 12, 2021",2021,TV-Y7,87 min,Children & Family Movies,A girl a dog and her best pal set out to save a mountain from a goldhungry corporation But the key lies closer to home with her sidekick pup Xico,
s1321,Tv Show,Capitani,unknown,LucSchiltzSophieMouselClaudeDeDemoJoeDennenwaldKonstantinRommelfangenJulesWernerJilDevresseJulieKieffer,Luxembourg,"February 11, 2021",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",In a Luxembourg village where everyone is keeping secrets gruff police inspector Luc Capitani investigates the suspicious death of a 15yearold girl,
s1322,Tv Show,El Chema,unknown,MauricioOchmannMarianaSeoaneJulioBrachoSergioBasaezItatCantoralJorgeLuisVzquez,Mexico,"February 11, 2021",2016,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Follow one mans epic journey as he transforms from wily underage drug smuggler to one of the worlds most infamous cartel leaders,
s1323,Movie,Growing up and other problems,Clara MartnezLzaro,SilviaAlonsoBrbaraGoenagaMaraEsteveVitoSanzFrancescoCarril,Spain,"February 11, 2021",2018,TV-14,91 min,"Comedies, Dramas, International Movies",A 30something woman without a steady partner or income samples stability when her pregnant best friend asks her to be the godmother of her child,
s1324,Movie,Layla Majnun,Monty Tiwa,RezaRahadianAchaSeptriasaBaimWongBebyTsabinaDianNitamiUliHerdinansyahNatashaRizkiEriskaReinLandungSimatupangAugustMelaszChantiqSchagerlCutAshifaAidaCabiyevaMuradIsmayilNadyaArinaAugieFantinusAngeliaLivieErnantoKusumo,Indonesia,"February 11, 2021",2020,TV-14,119 min,"Dramas, International Movies, Romantic Movies",While in Azerbaijan Layla an Indonesian scholar falls for Samir an admirer of her work  but her arranged marriage stands in the way,
s1325,Movie,Middle of Nowhere,Ava DuVernay,EmayatzyCorinealdiDavidOyelowoOmariHardwickLorraineToussaintEdwinaFindleyDickersonSharonLawrenceNehemiahSuttonTroyCurveyIIIMayaGilbertDondreTWhitfield,United States,"February 11, 2021",2012,R,102 min,"Dramas, Independent Movies, Romantic Movies",After her husband is sent to prison for eight years medical student Ruby shelves her studies to focus on her partners welfare as he serves his time,
s1326,Movie,Red Dot,Alain Darborg,NannaBlondellAnastasiosSoulisThomasHanzonJohannesKuhnkeTomasBergstrmKalledMustonenAnnaAzcrate,Sweden,"February 11, 2021",2021,TV-MA,86 min,"International Movies, Thrillers",Trying to rekindle their marriage and with a child on the way a young couple on a ski trip suddenly finds themselves stalked by remorseless killers,
s1327,Movie,Squared Love,Filip Zylber,AdriannaChlebickaMateuszBanasiukAgnieszkaulewskaKrzysztofCzeczotMirosawBakaTomaszKarolakBartomiejKotschedoffJacekKnapAnnaSmoowikHelenaMazurSebastianStankiewicz,Poland,"February 11, 2021",2021,TV-14,102 min,"Comedies, International Movies, Romantic Movies",A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life,
s1328,Movie,This Is the Life,Ava DuVernay,AbstractRudeChali2naCutChemistEllayKhuleRiddloreMedusaMykaNynePigeonJohn2Mex,United States,"February 11, 2021",2008,TV-MA,98 min,"Documentaries, Music & Musicals",Examine how the group of alternative hiphop artists known as the Good Lifers started a movement and created a robust progressive musical community,
s1329,Tv Show,Crime Scene The Vanishing at the Cecil Hotel,Joe Berlinger,unknown,United States,"February 10, 2021",2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes From the creator of The Ted Bundy Tapes a dive into crimes darkest places,
s1330,Movie,The Misadventures of Hedi and Cokeman,Julien Royal,HediBouchenafaNassimLyesFredTestotJulieFerrierBenjaminTraniHuguesJourdainCharlotteGabrisVincentDesagnatNinaKepekianHakimJemiliBunhayMean,France,"February 10, 2021",2021,TV-MA,99 min,"Comedies, International Movies",In Paris two dysfunctional dealers use family ties to try to boost their small drug business in this crass comedy based on the webseries,
s1331,Movie,The World We Make,Brian Baugh,CalebCastilleRoseReidKevinSizemoreGregoryAlanWilliams,United States,"February 10, 2021",2019,PG,108 min,"Dramas, Romantic Movies",A teenage equestrian and a local football player fall for each other but simmering racism in their small town puts their relationship to the test,
s1332,Tv Show,Five Came Back The Reference Films,unknown,unknown,United States,"February 9, 2021",1945,TV-MA,1 Season,TV Shows,This collection includes 12 World War IIera propaganda films  many of which are graphic and offensive  discussed in the docuseries Five Came Back,
s1333,Tv Show,ICarly,unknown,MirandaCosgroveNathanKressJerryTrainorJennetteMcCurdyNoahMunckMaryScheer,United States,"February 8, 2021",2008,TV-G,2 Seasons,"Kids' TV, TV Comedies",A cyberstar is born when 13yearold Carly creates an Internet series with a little help from her best friend Sam and neighbor Freddie,
s1334,Movie,War Dogs,Todd Phillips,JonahHillMilesTellerAnadeArmasKevinPollakBradleyCooperShaunToubSteveLantzGreggWeinerJBBlancPatrickStEsprit,"United States, Cambodia, Romania","February 8, 2021",2016,R,114 min,"Comedies, Dramas",A massage therapist gets in over his head when he partners with a charismatic childhood pal in the lucrative but shady business of global arms dealing,
s1335,Movie,Monster Run,Henri Wong,ShawnYueJessieLiKaraWaiTuMenQiaoShanWangYutianYangDiWangZhener,China,"February 7, 2021",2020,TV-14,104 min,"Action & Adventure, International Movies",Jimo an outcast who can see monsters teams up with a monster hunter to fight evil forces and soon discovers her greater calling,
s1336,Tv Show,The Sinner,unknown,JessicaBielBillPullmanChristopherAbbottAbbyMillerDohnNorwood,United States,"February 6, 2021",2020,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",When a young mother inexplicably stabs a stranger to death a sympathetic detective struggles to unlock the mystery buried in her missing memories,
s1337,Movie,Blanche Gardin I talk to myself,Maa Sandoz,BlancheGardin,France,"February 5, 2021",2017,TV-MA,88 min,Stand-Up Comedy,Touching on bulimia death and cat sodomy this French actress and comedian is keen to push the envelope in a onewoman show with understated flair,
s1338,Movie,Doob No Bed of Roses,Mostofa Sarwar Farooki,IrrfanKhanNusratImrozTishaParnoMittraRokeyaPrachyNaderChowdhuryRashadHossain,Bangladesh,"February 5, 2021",2017,TV-PG,104 min,"Dramas, Independent Movies, International Movies",As a noted filmmakers infidelity becomes a media firestorm his fractured family privately navigates the fallout of his actions for years to come,
s1339,Tv Show,Hache,unknown,AdrianaUgarteJavierReyEduardoNoriegaMarcMartnezIngridRubioPepAmbrsNriaPrimsRogerCasamajor,Spain,"February 5, 2021",2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",As Helena gains the love and trust of a dangerous heroin cartel leader in 1960s Barcelona she hones the skills she needs to rise up the ranks,
s1340,Tv Show,Invisible City,unknown,MarcoPigossiAlessandraNegriniFbioLagoJssicaCresJimmyLondonWesleyGuimaresureaMaranhoJuliaKonradThaiaPerezManuDieguezJosDumontTainMedinaRafaelSiegSamueldeAssisVictorSparapane,Brazil,"February 5, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",After a family tragedy a man discovers mythical creatures living among humans  and soon realizes they hold the key to his mysterious past,
s1341,Movie,Little Big Women,Joseph Hsu,ChenShufangHsiehYingxuanVivianHsuSunKefangDingNingBuffyChenChangHanLungShaohuaHondurasWeberYangSaraYuJanineChang,Taiwan,"February 5, 2021",2020,TV-14,123 min,"Dramas, International Movies",A family grapples with the passing of their estranged father and the remnants of the life he led during his absence,
s1342,Movie,Malcolm  Marie,Sam Levinson,ZendayaJohnDavidWashington,United States,"February 5, 2021",2021,R,106 min,"Dramas, Independent Movies",As a filmmaker and his girlfriend return home from his movie premiere smoldering tensions and painful revelations push them toward a romantic reckoning,
s1343,Movie,Space Sweepers,Jo Sunghee,SongJoongkiKimTaeriJinSunkyuYooHaijinRichardArmitageParkYerin,South Korea,"February 5, 2021",2021,TV-MA,138 min,"Action & Adventure, Dramas, International Movies",Chasing after space debris and faraway dreams in year 2092 four misfits unearth explosive secrets during the attempted trade of a wideeyed humanoid,
s1344,Movie,Strip Down Rise Up,Michle Ohayon,unknown,United States,"February 5, 2021",2021,R,113 min,Documentaries,In an effort to reclaim their bodies and lives a group of women explore the intersections of movement and meaning in a powerful pole dancing program,
s1345,Movie,The Last Paradiso,Rocco Ricciardulli,RiccardoScamarcioGaiaBermaniAmaralValentinaCerviAntonioGerardiFedericaTorchettiAnnaMariadeLucaLuciaZottiNicolettaCarbonaraDonatoPlacidoMimmoMignemi,Italy,"February 5, 2021",2020,TV-MA,107 min,"Dramas, International Movies, Romantic Movies",In 1950s Italy a passionate free spirit dreams of love justice and a better life till a forbidden affair threatens everything Based on real events,
s1346,Movie,The YinYang Master Dream Of Eternity,Guo Jingming,MarkChaoDengLunWangZiwenJessieLiWangDuoSunChenjunXuKaichengJasperJuXiaowen,China,"February 5, 2021",2021,TV-14,133 min,"Action & Adventure, International Movies",When a demonic serpent reawakens the YinYang Masters must solve a murder mystery and protect their realms from a dark conspiracy at the royal court,
s1347,Movie,All My Friends Are Dead,Jan Belcl,JuliaWieniawaNarkiewiczMateuszWicawekAdamGrafTurczykMonikaKrzywkowskaNikodemRozbickiKamilPiotrowskiAdamBobikPaulinaGazkaMagdalenaPerliskaKatarzynaChojnackaKonradygadoSzymonRoszakMichaSikorskiAleksandraPisulaWojciechozowskiMichaMeyerAdamWoronowicz,Poland,"February 3, 2021",2020,TV-MA,97 min,"Comedies, Dramas, International Movies",A group of friends at a New Years Eve party go through a whirlwind of events that exposes secrets breaks hearts  and leads to a shocking outcome,
